kind,id,path,bytes,sha256,detail,w,h,slice_l,slice_t,slice_r,slice_b,tint,source,notes,source_sha256,priority,status
"token64","unknown","roblox/assets/tokens/unknown_64.png","598","ff5993fad66bedd116c952cb7075a35f2b6c8801a495c35e05f25eb47e592ab9","nearest2x(native32);white-alpha","64","64","","","","","yes","docs/art/roblox-v0.5.0/token-source/unknown.json","P0-B token; CJ approved symbolic king/ally, fitting bomb, physical jaw trap, team tint; same cover for every unknown type; no question-mark text; no code changes","bd5115a607c07d936fe45f68ae7cff221a62d60d57135c5a6af959ffe45b2646","P0-B","delivered"
"element64","fire","roblox/assets/elements/fire_64.png","674","a1a82e0a5161dcb033a183d8aca7dc970c19a37a83ca96888decb2129a1caf62","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Asymmetric rising flame and light inner ember; fixed HTML fire palette.;source_entry=element64_fire","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-B","delivered"
"element64","water","roblox/assets/elements/water_64.png","680","9b749265769b5d4bf4247135edeafc43ba1d7cf366d14e534918fc7fdfe509b3","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Single droplet with arcing lower reflection; distinct from flame.;source_entry=element64_water","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-B","delivered"
"element64","grass","roblox/assets/elements/grass_64.png","717","a8252a630a6998c57b52a9015abe55c422cb2f6ff5218ffc4fb77eeb4ca4ea4e","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Three-leaf sprig; forked silhouette, no elemental letter.;source_entry=element64_grass","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-B","delivered"
"element64","lightning","roblox/assets/elements/lightning_64.png","628","447f06ef04c48de3af897dd97badbf3bed9b61a2f7f62174fb8674a88d23f35e","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Angular lightning bolt, no ring or unit-specific feature.;source_entry=element64_lightning","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-B","delivered"
"trace48","trace","roblox/assets/tokens/trace_48.png","600","263e9f8c36e5c68c0d8f0c6ad3b59360aa6f5b1fdcb3da6d2a2ce0544577ab55","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Magnifier with two trail flecks; generic searchable trace, not a unit footprint or identity clue.;source_entry=trace48_trace","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-B","delivered"
"status48","shield","roblox/assets/status/shield_48.png","557","61b42a6710f72816275f6f3520d25dca776cb2db72cb15a29e531db9b164f6c3","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Single hollow shield; shield status.;source_entry=status48_shield","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"status48","burn","roblox/assets/status/burn_48.png","595","4062b151b659bf2d4ae001c7228f527417ecd115f28912ce44e4e3cc7de00001","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Flame with detached ember; burn status. Same fire vocabulary, separate requested size.;source_entry=status48_burn","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"status48","weaken","roblox/assets/status/weaken_48.png","538","6be4bae3444d70d66f598808ddb6d3a2019b79124645532225cfc39cb45cff10","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Broken blade pressed inward by two wedges; weakening, not a water element.;source_entry=status48_weaken","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"status48","shock","roblox/assets/status/shock_48.png","549","d36bfaadc7c446178177d5a348408d73fc3b672e79cf5cbfa6f6a92fe69d52df","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Electric bolt with stun arcs; shock status.;source_entry=status48_shock","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"status48","dmgcut","roblox/assets/status/dmgcut_48.png","586","df7c8cc32b64bedf423e5b6af0f481a2b00cdc72ae60a39d28976aa9bfd779ba","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Two overlapping shield plates and deflected impact; damage reduction.;source_entry=status48_dmgcut","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"status48","focus","roblox/assets/status/focus_48.png","573","b9a492c0f1a0bd151f00f9aa603d276b548318c62442c7b86f7d7a00c3947e9b","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Target ring with four corner sights; focus status.;source_entry=status48_focus","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"status48","vuln","roblox/assets/status/vuln_48.png","575","4e35de30648acd798ec529c037ffe80ae0c7ead6c101a6393953c469d536a7e2","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Cracked armor with incoming diagonal impact; vulnerability. No baked numbers or percent.;source_entry=status48_vuln","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"item64","potion","roblox/assets/items/potion_64.png","685","a7de494c191c880f04d1d1fe81a0b1409fb5a691a80960c6b6d9fba560e8fb66","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Round healing flask with heart, no red-cross emblem.;source_entry=item64_potion","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"item64","cool","roblox/assets/items/cool_64.png","607","615631ecc9f27755f588ac4e4c77094f042e5881b478593772c758d38f48b0da","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Squared cooling bottle with ice crystal.;source_entry=item64_cool","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"item64","cure","roblox/assets/items/cure_64.png","625","3e093277d6588a21c4460a1141582facd2ab82a6753d99d2bf00af8ced36e272","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Tall antidote vial with a leaf.;source_entry=item64_cure","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"item64","ball","roblox/assets/items/ball_64.png","801","9d87f2dc56f63353d5f77fdd51a9ffb6b53819eeaaf012c21ced836a0984f8dd","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Original faceted violet capture orb with diagonal bands and diamond core. No red/white hemispheres, black equator or circular button.;source_entry=item64_ball","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"item64","reserve","roblox/assets/items/reserve_64.png","642","cc9d76e42a09f00d14225584539fb44a800e02f407e580635215c7bb3d684c36","nearest2x(native32x32)","64","64","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Reserve slot frame with neutral pawn silhouette; no question mark or hidden species.;source_entry=item64_reserve","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","search","roblox/assets/actions/search_48.png","595","0a0d8f26faab7197eaf41c24d5435c50d7922faa2b4e8753a9785aa07b2a12fb","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Magnifying glass with crosshair; search action.;source_entry=action48_search","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","teleport","roblox/assets/actions/teleport_48.png","598","562327decfff29c8294395202beb803492a351d4cad55c7d38f9a35023f4d574","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Opposed portal arcs around a neutral diamond; teleport swap.;source_entry=action48_teleport","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","heal","roblox/assets/actions/heal_48.png","546","fdfb88e307ab61f02fffc55a5cd3a10366dfdb09ed6749df06d3870843a5ca51","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Heart over a supporting lower arc; healing action, no cross glyph.;source_entry=action48_heal","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","skip","roblox/assets/actions/skip_48.png","469","1361db36e0cd5d1c1c284d3d4e71f492fb04a0a6d7cffb3676941e8f550cee6d","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Two open chevrons; skip main action.;source_entry=action48_skip","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","endturn","roblox/assets/actions/endturn_48.png","541","9ce9bcfbf15698869ff13dc11f5b8bde215f8a8629e022b6481d22cc2d3f9d6a","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Round turn arrow around a clock hand; turn end.;source_entry=action48_endturn","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","resign","roblox/assets/actions/resign_48.png","475","16661390165e9215ed3c78c313620f357bc105d9afb614a95634967d2c7c2c99","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Unmarked surrender flag. No word or letter.;source_entry=action48_resign","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","fight","roblox/assets/actions/fight_48.png","674","e81aca956cac6c1d2dc9b0a8897d17504bdba01a60b6e561402896fcdab6b53f","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Crossed blades; battle action.;source_entry=action48_fight","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","bag","roblox/assets/actions/bag_48.png","536","208d26605d7da415f6f9cc6fe198bd941c42b589f6ba6ad2a6482f0a919dc8f3","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Clasped satchel with handle; battle bag.;source_entry=action48_bag","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","capture","roblox/assets/actions/capture_48.png","540","83710f772b3453199b295a257bf9adda25cfd722593d07abf9543a6a954a9ef9","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Four capture brackets enclosing a violet orb; same capture-device vocabulary.;source_entry=action48_capture","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"action48","flee","roblox/assets/actions/flee_48.png","551","90cf17b329bd917eddcba075b6f6727e7ae7dbc47c56f675726ab82d64abc676","nearest2x(native24x24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Leaning boot with trailing speed marks; flee action.;source_entry=action48_flee","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"skill32","attack","roblox/assets/skillkind/attack_32.png","547","f2d356d119fa402d8f0cef901dd3932370335002b410bf3da2860929abb5d6a3","nearest1x(native32x32)","32","32","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Single blade; attack skill category only.;source_entry=skill32_attack","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"skill32","support","roblox/assets/skillkind/support_32.png","506","885f4ebede3f5d2befeef5409bd20ceb2339d713dace41e25cc9d360a1307f9a","nearest1x(native32x32)","32","32","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Cupped hand with four-point spark; support category only.;source_entry=skill32_support","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"skill32","sig","roblox/assets/skillkind/sig_32.png","584","abe3a454a67bc265d8af21bcd4e30e8282549150719aca0bb9054a4df221d849","nearest1x(native32x32)","32","32","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Eight-point signature burst; category mark, not a hidden skill name.;source_entry=skill32_sig","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"board","tile_own","roblox/assets/board/tile_own.png","1093","5f1f6a8973f76ddacb201b7460f8b5eec9a72bfecba20106a89f49b5b8bc4a87","nearest4x(native32x32)","128","128","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Seamless low-contrast pixel tile; unmodified HTML base #2a3350 at center and all edge pixels. Quiet central field; no baked coordinates or text.;source_entry=board_tile_own","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","tile_enemy","roblox/assets/board/tile_enemy.png","1100","e4a0524d357af92af52a0beabbf7ba9b5c965827a66820e9a3862d3742e99676","nearest4x(native32x32)","128","128","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Seamless low-contrast pixel tile; unmodified HTML base #502a33 at center and all edge pixels. Quiet central field; no baked coordinates or text.;source_entry=board_tile_enemy","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","tile_forest","roblox/assets/board/tile_forest.png","1391","557be9d70b2b0e98bde09ff33f6322928f50d9c2bd54bf78d33d82e7750b35f4","nearest4x(native32x32)","128","128","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Seamless low-contrast pixel tile; unmodified HTML base #1f3a2a at center and all edge pixels. Quiet central field; no baked coordinates or text.;source_entry=board_tile_forest","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","tile_mid","roblox/assets/board/tile_mid.png","1098","deba27d9c4071480f7e31a578dfe3c9bdc26d1eb78cf3b20c77b65c4ed39ad15","nearest4x(native32x32)","128","128","","","","","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Seamless low-contrast pixel tile; unmodified HTML base #2a2f3d at center and all edge pixels. Quiet central field; no baked coordinates or text.;source_entry=board_tile_mid","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","hl_move","roblox/assets/board/hl_move.png","992","ab2f1d843bebec9bcef3599b3f52c2b39153bdcc2411a5cacb828f8093e9dd32","nearest4x(native32x32)","128","128","32","32","96","96","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Thin single blue route outline. White-alpha source; apply tint_color. SliceCenter is coordinates, not margins.;apply_tint=#5b8cff;source_entry=board_hl_move","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","hl_attack","roblox/assets/board/hl_attack.png","1058","166336b1d93ff875fd854e701888d3e447648b36826f1a3dd71feab5c1b76db3","nearest4x(native32x32)","128","128","32","32","96","96","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Thick chamfered red attack outline. White-alpha source; apply tint_color. SliceCenter is coordinates, not margins.;apply_tint=#ff5b6e;source_entry=board_hl_attack","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","hl_sel","roblox/assets/board/hl_sel.png","1074","67339cc8993bfd038830580887124c3c278665caa30d0f1c5007537c56d6385c","nearest4x(native32x32)","128","128","32","32","96","96","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Yellow double selection outline with corner studs. White-alpha source; apply tint_color. SliceCenter is coordinates, not margins.;apply_tint=#ffd84d;source_entry=board_hl_sel","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","hl_flee","roblox/assets/board/hl_flee.png","988","9801f61bc441e7e17a5c62ae6ba4def333455f0bdb3c1b9c5adba344e890f3e0","nearest4x(native32x32)","128","128","32","32","96","96","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Broken blue outline; eligible flee-swap candidate. White-alpha source; apply tint_color. SliceCenter is coordinates, not margins.;apply_tint=#5b8cff;source_entry=board_hl_flee","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","hl_forced","roblox/assets/board/hl_forced.png","1075","fcf11b909aeb8552560cfd45415526a3f5556d8899aa25f9b219a98c0f454b1a","nearest4x(native32x32)","128","128","32","32","96","96","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Heavy red double outline; forced-battle target. White-alpha source; apply tint_color. SliceCenter is coordinates, not margins.;apply_tint=#ff5b6e;source_entry=board_hl_forced","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"board","frame","roblox/assets/board/frame.png","1222","78f48224cb3bc49d58f01b267c929f405e66a3ed908cdaa6cad4a621c8098641","nearest4x(native32x32)","128","128","32","32","96","96","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Dark brass board surround; transparent center; corner plates contained inside SliceCenter caps.;source_entry=board_frame","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-C","delivered"
"ui","panel_side","roblox/assets/ui/panel_side.png","1223","a5c5da6f668b9d6eef14e132458b264b3fb0a97fbce4075471020139c2f7516b","nearest2x(native64x64)","128","128","16","16","112","112","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","9-slice dark panel; panel_side; flat stretchable center; no title or content baked.;source_entry=ui_panel_side","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","panel_battle","roblox/assets/ui/panel_battle.png","1243","65f7bde18e697ba8951ee4a3dd75972debefd37e0c38f0c10ef68473795f9b46","nearest2x(native64x64)","128","128","16","16","112","112","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","9-slice dark panel; panel_battle; flat stretchable center; no title or content baked.;source_entry=ui_panel_battle","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","panel_modal","roblox/assets/ui/panel_modal.png","1227","9fe139c80ccf06a10ac1215bb9aebd980593838e10ae98f96ac956504d2139bf","nearest2x(native64x64)","128","128","16","16","112","112","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","9-slice dark panel; panel_modal; flat stretchable center; no title or content baked.;source_entry=ui_panel_modal","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_default_normal","roblox/assets/ui/btn_default_normal.png","759","c36f0028cba4687352cf083dbb9b6dc4b1f475e2d7f55c645032faed69deede0","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button default normal; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_default_normal","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_default_hover","roblox/assets/ui/btn_default_hover.png","755","d9d2cef9332bf201ef845f08ec4ef58b7ba7903defd49a30a5d760e687bfaae5","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button default hover; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_default_hover","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_default_pressed","roblox/assets/ui/btn_default_pressed.png","756","11100a482ef4208ac06601e3ed4e89c5ce97fe3ba8a9f97b9ed900f985eb0ea9","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button default pressed; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_default_pressed","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_default_disabled","roblox/assets/ui/btn_default_disabled.png","758","3b8cc9ecb67c64fb9542d877bdc1b85db55f247190320620419fa7a1f0a35152","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button default disabled; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_default_disabled","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_primary_normal","roblox/assets/ui/btn_primary_normal.png","754","6c9171548177eaa79d18e7b23eaa1ab1ffa053834539aea69550b676d60fc64b","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button primary normal; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_primary_normal","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_primary_hover","roblox/assets/ui/btn_primary_hover.png","739","49d3e4760a4248e9f5a1f39c547ecd2c1c9fc98f62a145bf39844da5e6658709","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button primary hover; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_primary_hover","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_primary_pressed","roblox/assets/ui/btn_primary_pressed.png","759","e34c19878ddad90c391a40dab895c06e3b5ec00cdae87b5641d06ba2990d9e1a","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button primary pressed; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_primary_pressed","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_primary_disabled","roblox/assets/ui/btn_primary_disabled.png","746","fdee56d92a8d39cfed11a9de0858f93d618776ee68f876d6aa17637d736e1472","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button primary disabled; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_primary_disabled","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_danger_normal","roblox/assets/ui/btn_danger_normal.png","765","7312f83a30e288e86dfcf025cf25c5acb0e6b243c06b5c42421561527731d3d3","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button danger normal; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_danger_normal","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_danger_hover","roblox/assets/ui/btn_danger_hover.png","767","20cb12b55be972f38682fae06b0ba4c0fb5c5755e291262084f2e1acd144354f","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button danger hover; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_danger_hover","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_danger_pressed","roblox/assets/ui/btn_danger_pressed.png","768","3d4506c0caf394b41e38fff4605c3282c89fd28e0113ec882bdf6e5bafb4233e","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button danger pressed; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_danger_pressed","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","btn_danger_disabled","roblox/assets/ui/btn_danger_disabled.png","756","1746c24128d572576189c4da64a51cafcf97498efe01bb7eeebdebbab90e636b","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Button danger disabled; no baked text. Disabled uses muted RGB; input disable is runtime. Pressed has an inverted top/bottom bevel.;source_entry=ui_btn_danger_disabled","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","badge","roblox/assets/ui/badge.png","498","5de527525a0aaeb4a99bc4a57037526f1814cae7281c7170929c3cb28fe2f17e","nearest2x(native32x20)","64","40","12","12","52","28","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Compact chamfered badge; neutral center for runtime text.;source_entry=ui_badge","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","hpbar_bg","roblox/assets/ui/hpbar_bg.png","422","5e46f90ffa400573102dd9d1cb8d0d6f36902bddb3c140310d990a0174ddb9a4","nearest2x(native32x16)","64","32","8","8","56","24","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Dark meter well; no numeric text. HP meter.;source_entry=ui_hpbar_bg","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","hpbar_fill","roblox/assets/ui/hpbar_fill.png","372","26cf5ec6d98b3b9adda2783e6f1986e9d3cf45ea2d9254e0d3ce2be0db1b5c79","nearest2x(native32x16)","64","32","8","8","56","24","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","White-alpha tint fill; crop at low values instead of shrinking caps. HP meter.;apply_tint=#4fd88a;source_entry=ui_hpbar_fill","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","shbar_bg","roblox/assets/ui/shbar_bg.png","443","c241f0dcfeb4b4cb1e561a5e84cd9210c9741b901317a38f47d1392beee249a5","nearest2x(native32x16)","64","32","8","8","56","24","no","docs/art/roblox-v0.5.0/ui-source/native-assets.json","Dark meter well; no numeric text. Shield meter.;source_entry=ui_shbar_bg","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","shbar_fill","roblox/assets/ui/shbar_fill.png","391","6687a486ddecc1014c74d94ae49cfa23a194aafd5d0764125b2b8cb4c8344967","nearest2x(native32x16)","64","32","8","8","56","24","yes","docs/art/roblox-v0.5.0/ui-source/native-assets.json","White-alpha tint fill; crop at low values instead of shrinking caps. Shield meter.;apply_tint=#4da3ff;source_entry=ui_shbar_fill","325ec4afe00d32c7f34a028eecf244ff339905787ca3ba2868d589f14bc00b36","P0-D","delivered"
"ui","panel_window","roblox/assets/ui/panel_window.png","2647","4efe4c6aa4fe3e2b05655b3c869f6408f4ff9d936190953618f62eba5d345328","nearest2x(native128)","256","256","24","40","232","232","no","docs/art/roblox-v0.5.0/ai-window-source/native-assets.json","Phase3 AI-window;Title graphic ends at y34 output; SliceTop40; subtle column split x302..308 at720px. Fixed720x592 layout; split follows center stretch at other widths.;no baked text;native2px outline at48","6a5ada1b61ccbfba4eddc975b26c44d20cf73487afac911a0eb14440051c0893","AI-window","delivered"
